                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.94188,                 2.6768,                 1.8278,                 1.1015,                 0.1896,                0.30769,                0.12332,                0.10408,                0.19506,                0.26923,                0.13619,                0.10013,                0.61463,                 1.3037,                 2.4226,                 1.0344,                    0.1,                      0,                      0
